Cleaned_data
1Feb2024_data,,,,,,,,,,,,,,,,,,,,,,,,,,
Accession,Description,Classification,Genome Length (bp),Jumbophage,molGC (%),Molecule,Modification Date,Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),Low Coding Capacity Warning,tRNAs,Host,Lowest Taxa,Genus,Sub-family,Family,Order,Class,Phylum,Kingdom,Realm,Baltimore Group,Genbank Division,Isolation Host (beware inconsistent and nonsense values)
KX266634,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266633,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266632,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266631,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266630,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266629,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266628,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266627,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266626,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266625,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266624,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266623,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266622,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266621,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266620,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266619,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266618,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.975,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266617,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266616,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266615,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266614,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266613,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266612,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266611,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266610,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266609,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.903,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266608,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266607,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.903,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266606,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266605,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266604,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266603,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266602,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266601,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266600,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266599,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266598,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266597,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266596,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266595,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266594,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266593,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266592,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266591,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266590,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266589,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266588,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.903,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266587,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.921,DNA,12-JUL-2016,5,100,0,88.8649811726735,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
KX266586,Enterobacteria phage ID11,Enterobacteria phage ID11 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.939,DNA,12-JUL-2016,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli C
